teacher_id,school_id,teacher_name,persona,teacher_availability_mask,preferred_time_window,consecutive_period_preference,subjects_taught,class_arm_eligibility,room_strictness,years_of_experience,employment_type,cds_blocked_day,min_rest_periods_required
TCH-00978,SCH-074,Obinna Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Further Mathematics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-00979,SCH-074,Tunde Adebayo,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-00980,SCH-074,Aisha Adebayo,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00981,SCH-074,Musa Balogun,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,5,full_time_underpaid,,
TCH-00982,SCH-074,Fatima Balogun,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-00983,SCH-074,Blessing Suleiman,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,4,full_time_underpaid,,
TCH-00984,SCH-074,Tunde Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-00985,SCH-074,Hauwa Mohammed,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,9,part_time_multi_school,,
TCH-00986,SCH-074,Blessing Garba,hustling_subject_specialist,00110,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,11,part_time_multi_school,,
TCH-00987,SCH-074,Musa Mohammed,hustling_subject_specialist,00110,08:00-11:00,3,Economics,senior_only,high,10,part_time_multi_school,,
TCH-00988,SCH-075,Obinna Nwosu,hustling_subject_specialist,11000,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00989,SCH-075,Aisha Balogun,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00990,SCH-075,Ngozi Abubakar,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,10,part_time_multi_school,,
TCH-00991,SCH-075,Aisha Okoro,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Physics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-00992,SCH-075,Obinna Adeyemi,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00993,SCH-075,Yusuf Suleiman,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-00994,SCH-075,Blessing Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00995,SCH-075,Kunle Adebayo,hustling_subject_specialist,10010,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-00996,SCH-075,Ngozi Balogun,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00997,SCH-075,Bashir Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-00998,SCH-075,Hauwa Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00999,SCH-075,Hauwa Mohammed,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01000,SCH-075,Oluwaseun Chukwu,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01001,SCH-076,Kunle Adeyemi,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-01002,SCH-076,Musa Adeyemi,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01003,SCH-076,Kunle Balogun,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01004,SCH-076,Musa Chukwu,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01005,SCH-076,Ifeoma Abubakar,hustling_subject_specialist,00110,08:00-11:00,3,Economics,senior_only,high,5,part_time_multi_school,,
TCH-01006,SCH-076,Ifeoma Suleiman,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01007,SCH-076,Chinedu Nwosu,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01008,SCH-076,Amaka Abubakar,hustling_subject_specialist,10010,08:00-11:00,2,Economics|Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-01009,SCH-076,Kunle Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01010,SCH-076,Chiamaka Eze,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-01011,SCH-077,Emeka Adebayo,hustling_subject_specialist,01100,08:00-11:00,2,Physics|Economics,senior_only,high,12,part_time_multi_school,,
TCH-01012,SCH-077,Oluwaseun Suleiman,hustling_subject_specialist,11010,08:00-11:00,2,Further Mathematics,senior_only,high,6,part_time_multi_school,,
TCH-01013,SCH-077,Chiamaka Adebayo,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-01014,SCH-077,Chinedu Okafor,hustling_subject_specialist,10110,08:00-11:00,2,Economics,senior_only,high,8,part_time_multi_school,,
TCH-01015,SCH-077,Ifeoma Balogun,hustling_subject_specialist,01010,08:00-11:00,3,Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01016,SCH-077,Ifeoma Adebayo,overworked_generalist,11111,scattered,3,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01017,SCH-077,Bashir Abubakar,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-01018,SCH-077,Amaka Abubakar,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-01019,SCH-077,Chinedu Adeyemi,hustling_subject_specialist,10010,08:00-11:00,2,Physics,senior_only,high,10,part_time_multi_school,,
TCH-01020,SCH-077,Hauwa Balogun,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01021,SCH-077,Aisha Garba,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-01022,SCH-077,Bashir Okafor,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01023,SCH-077,Aisha Garba,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01024,SCH-077,Adaeze Okafor,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01025,SCH-078,Ifeoma Abubakar,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-01026,SCH-078,Chinedu Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01027,SCH-078,Emeka Adebayo,hustling_subject_specialist,00110,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,5,part_time_multi_school,,
TCH-01028,SCH-078,Blessing Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-01029,SCH-078,Obinna Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01030,SCH-078,Obinna Garba,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01031,SCH-078,Ngozi Mohammed,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01032,SCH-078,Ifeoma Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Physics|Chemistry,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-01033,SCH-078,Bashir Abubakar,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01034,SCH-078,Adaeze Okafor,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,5,full_time_underpaid,,
TCH-01035,SCH-078,Musa Chukwu,overworked_generalist,11111,scattered,3,PHE|CRS|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01036,SCH-079,Obinna Abubakar,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-01037,SCH-079,Bashir Garba,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01038,SCH-079,Oluwaseun Adeyemi,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01039,SCH-079,Ifeoma Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-01040,SCH-079,Chiamaka Adeyemi,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01041,SCH-079,Musa Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Further Mathematics,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-01042,SCH-079,Emeka Okafor,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,2,full_time_underpaid,,
TCH-01043,SCH-079,Obinna Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Further Mathematics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01044,SCH-079,Obinna Okafor,overworked_generalist,11111,scattered,4,CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01045,SCH-079,Blessing Nwosu,overworked_generalist,11111,scattered,4,Basic Technology|PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01046,SCH-080,Chinedu Chukwu,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-01047,SCH-080,Tunde Mohammed,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01048,SCH-080,Fatima Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Physics,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-01049,SCH-080,Yusuf Balogun,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,5,full_time_underpaid,,
TCH-01050,SCH-080,Kunle Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Further Mathematics,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-01051,SCH-080,Bashir Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-01052,SCH-080,Ngozi Eze,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-01053,SCH-080,Hauwa Adeyemi,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-01054,SCH-080,Chiamaka Okafor,overworked_generalist,11111,scattered,5,Basic Technology|PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01055,SCH-080,Yusuf Abubakar,overworked_generalist,11111,scattered,3,Basic Technology|CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-01056,SCH-080,Tunde Balogun,nysc_corper,10111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01057,SCH-081,Bashir Mohammed,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-01058,SCH-081,Bashir Okafor,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-01059,SCH-081,Ifeoma Okoro,hustling_subject_specialist,01100,08:00-11:00,2,Economics,senior_only,high,4,part_time_multi_school,,
TCH-01060,SCH-081,Aisha Suleiman,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Further Mathematics,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-01061,SCH-081,Ifeoma Okafor,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-01062,SCH-081,Obinna Adeyemi,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-01063,SCH-081,Musa Chukwu,hustling_subject_specialist,01110,08:00-11:00,3,Further Mathematics,senior_only,high,10,part_time_multi_school,,
TCH-01064,SCH-081,Chiamaka Suleiman,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-01065,SCH-081,Tunde Abubakar,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01066,SCH-081,Musa Adebayo,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-01067,SCH-081,Chiamaka Mohammed,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01068,SCH-082,Chiamaka Garba,hustling_subject_specialist,10100,08:00-11:00,3,Economics,senior_only,high,9,part_time_multi_school,,
TCH-01069,SCH-082,Bashir Adeyemi,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01070,SCH-082,Musa Balogun,hustling_subject_specialist,01010,08:00-11:00,2,Economics,senior_only,high,7,part_time_multi_school,,
TCH-01071,SCH-082,Hauwa Garba,hustling_subject_specialist,10110,08:00-11:00,2,Physics,senior_only,high,12,part_time_multi_school,,
TCH-01072,SCH-082,Hauwa Okoro,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01073,SCH-082,Kunle Mohammed,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01074,SCH-082,Kunle Abubakar,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,8,full_time_underpaid,,
TCH-01075,SCH-082,Ngozi Garba,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01076,SCH-082,Blessing Eze,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-01077,SCH-082,Bashir Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01078,SCH-083,Emeka Okoro,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01079,SCH-083,Hauwa Garba,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01080,SCH-083,Blessing Garba,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-01081,SCH-083,Aisha Abubakar,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01082,SCH-083,Adaeze Adeyemi,hustling_subject_specialist,01110,08:00-11:00,2,Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-01083,SCH-083,Chinedu Balogun,hustling_subject_specialist,11010,08:00-11:00,3,Physics,senior_only,high,11,part_time_multi_school,,
TCH-01084,SCH-083,Bashir Okoro,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-01085,SCH-083,Tunde Balogun,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-01086,SCH-083,Musa Eze,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01087,SCH-083,Emeka Chukwu,hustling_subject_specialist,00110,08:00-11:00,2,Economics,senior_only,high,8,part_time_multi_school,,
TCH-01088,SCH-083,Tunde Okafor,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01089,SCH-084,Tunde Okafor,hustling_subject_specialist,10110,08:00-11:00,2,Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-01090,SCH-084,Oluwaseun Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01091,SCH-084,Fatima Balogun,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01092,SCH-084,Kunle Adebayo,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-01093,SCH-084,Yusuf Garba,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-01094,SCH-084,Bashir Okafor,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-01095,SCH-084,Fatima Mohammed,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-01096,SCH-084,Oluwaseun Mohammed,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-01097,SCH-084,Bashir Mohammed,hustling_subject_specialist,10100,08:00-11:00,2,Physics|Economics,senior_only,high,4,part_time_multi_school,,
TCH-01098,SCH-084,Musa Okoro,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,4,full_time_underpaid,,
TCH-01099,SCH-084,Fatima Adeyemi,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01100,SCH-085,Blessing Suleiman,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01101,SCH-085,Tunde Adeyemi,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-01102,SCH-085,Emeka Abubakar,hustling_subject_specialist,11100,08:00-11:00,2,Economics,senior_only,high,8,part_time_multi_school,,
TCH-01103,SCH-085,Aisha Chukwu,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01104,SCH-085,Kunle Eze,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01105,SCH-085,Bashir Suleiman,overworked_generalist,11111,scattered,3,Basic Technology|CRS|PHE,any,very_low,6,full_time_underpaid,,
TCH-01106,SCH-085,Blessing Adeyemi,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-01107,SCH-085,Ifeoma Abubakar,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01108,SCH-085,Aisha Balogun,hustling_subject_specialist,10100,08:00-11:00,3,Further Mathematics|Physics,senior_only,high,5,part_time_multi_school,,
TCH-01109,SCH-085,Amaka Nwosu,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01110,SCH-085,Hauwa Nwosu,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-01111,SCH-085,Emeka Chukwu,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01112,SCH-085,Aisha Eze,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Chemistry,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-01113,SCH-085,Oluwaseun Adebayo,overworked_generalist,11111,scattered,3,CRS|PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01114,SCH-085,Amaka Chukwu,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01115,SCH-085,Adaeze Adebayo,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01116,SCH-086,Ifeoma Eze,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-01117,SCH-086,Hauwa Abubakar,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-01118,SCH-086,Obinna Eze,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-01119,SCH-086,Oluwaseun Chukwu,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01120,SCH-086,Bashir Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Physics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01121,SCH-086,Blessing Balogun,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01122,SCH-086,Bashir Okoro,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,8,full_time_underpaid,,
TCH-01123,SCH-086,Chiamaka Adebayo,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-01124,SCH-086,Yusuf Suleiman,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01125,SCH-086,Musa Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Physics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01126,SCH-087,Aisha Garba,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
